event_type,period,timestamp,possession_team,player,outcome,start_location_x,start_location_y
pass,2,00:29:20.307,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,48.0,42.0
pass,2,00:29:37.547,Brazil,Marcelo Vieira da Silva Júnior,Complete,88.0,1.0
pass,2,00:29:42.347,Brazil,Philippe Coutinho Correia,Incomplete,99.0,21.0
pass,2,00:29:48.267,Brazil,Axel Witsel,Incomplete,14.0,47.0
pass,2,00:29:51.107,Belgium,Thomas Meunier,Complete,14.0,53.0
pass,2,00:30:03.667,Brazil,Thiago Emiliano da Silva,Complete,92.0,58.0
pass,2,00:30:06.507,Brazil,Neymar da Silva Santos Junior,Incomplete,91.0,42.0
pass,2,00:30:11.520,Brazil,Neymar da Silva Santos Junior,Complete,75.0,41.0
pass,2,00:30:12.480,Brazil,Fernando Luiz Rosa,Complete,73.0,36.0
pass,2,00:30:19.027,Brazil,Philippe Coutinho Correia,Complete,94.0,33.0
pass,2,00:31:07.920,Brazil,Fágner Conserva Lemos,Complete,22.0,49.0
pass,2,00:31:11.440,Brazil,Alisson Ramsés Becker,Complete,12.0,52.0
pass,2,00:31:15.640,Brazil,Thiago Emiliano da Silva,Complete,27.0,51.0
pass,2,00:31:16.747,Brazil,Renato Soares de Oliveira Augusto,Complete,43.0,57.0
pass,2,00:31:18.787,Brazil,Thiago Emiliano da Silva,Complete,33.0,59.0
pass,2,00:31:23.947,Brazil,Douglas Costa de Souza,Complete,64.0,76.0
pass,2,00:31:32.027,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,94.0,61.0
pass,2,00:31:33.627,Brazil,Renato Soares de Oliveira Augusto,Complete,92.0,56.0
pass,2,00:31:39.160,Brazil,Douglas Costa de Souza,Complete,95.0,64.0
pass,2,00:31:44.507,Brazil,Marcelo Vieira da Silva Júnior,Complete,101.0,22.0
pass,2,00:31:47.440,Brazil,Philippe Coutinho Correia,Complete,97.0,26.0
pass,2,00:32:32.027,Belgium,Kevin De Bruyne,Incomplete,97.0,49.0
pass,2,00:32:34.867,Brazil,Fernando Luiz Rosa,Complete,29.0,37.0
pass,2,00:32:37.347,Brazil,Philippe Coutinho Correia,Complete,51.0,24.0
pass,2,00:32:44.487,Brazil,Neymar da Silva Santos Junior,Complete,107.0,17.0
pass,2,00:33:18.147,Belgium,Thibaut Courtois,Complete,6.0,44.0
pass,2,00:33:21.707,Belgium,Marouane Fellaini-Bakkioui,Incomplete,74.0,54.0
pass,2,00:33:24.027,Brazil,Renato Soares de Oliveira Augusto,Complete,46.0,31.0
pass,2,00:33:27.747,Brazil,Marcelo Vieira da Silva Júnior,Complete,64.0,21.0
pass,2,00:33:39.560,Brazil,Douglas Costa de Souza,Incomplete,113.0,67.0
pass,2,00:34:03.067,Brazil,Douglas Costa de Souza,Incomplete,120.0,79.0
pass,2,00:34:16.707,Belgium,Eden Hazard,Incomplete,90.0,48.0
pass,2,00:34:20.507,Brazil,Douglas Costa de Souza,Complete,31.0,74.0
pass,2,00:34:22.747,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,55.0,75.0
pass,2,00:34:25.707,Brazil,Douglas Costa de Souza,Complete,40.0,78.0
pass,2,00:34:27.827,Brazil,Fágner Conserva Lemos,Complete,29.0,74.0
pass,2,00:34:30.787,Brazil,Thiago Emiliano da Silva,Complete,29.0,60.0
pass,2,00:34:35.627,Brazil,Renato Soares de Oliveira Augusto,Complete,44.0,33.0
pass,2,00:34:41.747,Brazil,Neymar da Silva Santos Junior,Incomplete,71.0,31.0
pass,2,00:34:43.587,Belgium,Toby Alderweireld,Complete,35.0,50.0
pass,2,00:34:45.667,Belgium,Kevin De Bruyne,Complete,49.0,27.0
pass,2,00:34:48.187,Belgium,Jan Vertonghen,Complete,32.0,19.0
pass,2,00:34:49.987,Belgium,Vincent Kompany,Complete,28.0,33.0
pass,2,00:34:50.707,Belgium,Axel Witsel,Complete,37.0,33.0
pass,2,00:34:53.507,Belgium,Vincent Kompany,Incomplete,26.0,31.0
pass,2,00:34:55.160,Brazil,Marcelo Vieira da Silva Júnior,Complete,60.0,25.0
pass,2,00:34:59.067,Brazil,Philippe Coutinho Correia,Complete,88.0,37.0
pass,2,00:37:24.187,Belgium,Thibaut Courtois,Complete,7.0,40.0
pass,2,00:37:27.987,Belgium,Marouane Fellaini-Bakkioui,Incomplete,90.0,56.0
pass,2,00:37:30.827,Belgium,Fernando Luiz Rosa,Complete,21.0,21.0
pass,2,00:37:34.800,Belgium,Renato Soares de Oliveira Augusto,Incomplete,34.0,48.0
pass,2,00:37:36.800,Belgium,Marouane Fellaini-Bakkioui,Incomplete,78.0,48.0
pass,2,00:37:39.147,Belgium,Fágner Conserva Lemos,Incomplete,25.0,57.0
pass,2,00:37:42.867,Belgium,Jan Vertonghen,Incomplete,78.0,20.0
pass,2,00:38:04.480,Belgium,Jan Vertonghen,Complete,95.0,1.0
pass,2,00:38:07.507,Belgium,Thomas Vermaelen,Complete,67.0,14.0
pass,2,00:38:10.000,Belgium,Vincent Kompany,Complete,55.0,32.0
pass,2,00:38:12.187,Belgium,Toby Alderweireld,Complete,65.0,74.0
pass,2,00:38:14.347,Belgium,Thomas Meunier,Incomplete,72.0,73.0
pass,2,00:38:15.267,Belgium,Fernando Luiz Rosa,Complete,34.0,19.0
pass,2,00:38:19.747,Belgium,Roberto Firmino Barbosa de Oliveira,Complete,73.0,29.0
pass,2,00:38:25.427,Belgium,Neymar da Silva Santos Junior,Complete,113.0,24.0
pass,2,00:39:00.947,Belgium,Thibaut Courtois,Incomplete,8.0,43.0
pass,2,00:39:05.067,Brazil,Fernando Luiz Rosa,Complete,51.0,26.0
pass,2,00:39:06.560,Brazil,Neymar da Silva Santos Junior,Complete,66.0,25.0
pass,2,00:39:10.307,Brazil,Marcelo Vieira da Silva Júnior,Complete,59.0,20.0
pass,2,00:39:15.147,Brazil,Renato Soares de Oliveira Augusto,Complete,81.0,57.0
pass,2,00:39:20.707,Brazil,Douglas Costa de Souza,Complete,105.0,64.0
pass,2,00:39:23.187,Brazil,Fernando Luiz Rosa,Incomplete,93.0,45.0
pass,2,00:39:30.947,Brazil,Marouane Fellaini-Bakkioui,Complete,24.0,51.0
pass,2,00:40:04.627,Belgium,Vincent Kompany,Complete,57.0,43.0
pass,2,00:40:06.787,Belgium,Thomas Vermaelen,Complete,53.0,29.0
pass,2,00:40:10.080,Belgium,Jan Vertonghen,Complete,67.0,7.0
pass,2,00:40:12.467,Belgium,Vincent Kompany,Complete,47.0,29.0
pass,2,00:40:25.827,Belgium,Axel Witsel,Complete,66.0,51.0
pass,2,00:40:27.387,Belgium,Vincent Kompany,Complete,53.0,42.0
pass,2,00:40:28.747,Belgium,Thomas Vermaelen,Complete,53.0,29.0
pass,2,00:40:32.147,Belgium,Vincent Kompany,Complete,46.0,42.0
pass,2,00:40:37.107,Belgium,Thomas Meunier,Complete,65.0,60.0
pass,2,00:40:43.240,Belgium,Thibaut Courtois,Complete,17.0,66.0
pass,2,00:40:44.307,Belgium,Thomas Meunier,Complete,50.0,56.0
pass,2,00:41:42.187,Brazil,João Miranda de Souza Filho,Complete,16.0,24.0
pass,2,00:41:43.627,Brazil,Alisson Ramsés Becker,Incomplete,6.0,30.0
pass,2,00:41:45.947,Brazil,Axel Witsel,Incomplete,72.0,54.0
pass,2,00:41:49.667,Brazil,Toby Alderweireld,Incomplete,58.0,59.0
pass,2,00:41:57.082,Brazil,Thiago Emiliano da Silva,Complete,17.0,33.0
pass,2,00:42:01.507,Brazil,Fágner Conserva Lemos,Complete,41.0,68.0
pass,2,00:42:05.107,Brazil,Renato Soares de Oliveira Augusto,Complete,64.0,67.0
pass,2,00:42:13.867,Brazil,Douglas Costa de Souza,Complete,82.0,68.0
pass,2,00:42:17.627,Brazil,Philippe Coutinho Correia,Complete,87.0,25.0
pass,2,00:42:19.227,Brazil,Marcelo Vieira da Silva Júnior,Complete,94.0,13.0
pass,2,00:42:51.307,Belgium,Thibaut Courtois,Incomplete,6.0,45.0
pass,2,00:42:55.440,Belgium,Fernando Luiz Rosa,Complete,50.0,24.0
pass,2,00:43:01.627,Belgium,Kevin De Bruyne,Complete,85.0,37.0
pass,2,00:43:21.427,Brazil,Marcelo Vieira da Silva Júnior,Complete,9.0,1.0
pass,2,00:43:23.107,Brazil,Philippe Coutinho Correia,Complete,17.0,5.0
pass,2,00:43:23.827,Brazil,Marcelo Vieira da Silva Júnior,Complete,10.0,2.0
pass,2,00:43:28.827,Brazil,Fágner Conserva Lemos,Complete,21.0,58.0
pass,2,00:43:40.319,Brazil,Douglas Costa de Souza,Complete,89.0,61.0
pass,2,00:43:45.347,Brazil,Marouane Fellaini-Bakkioui,Incomplete,31.0,41.0
pass,2,00:43:49.267,Brazil,Douglas Costa de Souza,Complete,80.0,28.0
pass,2,00:43:50.907,Brazil,Philippe Coutinho Correia,Complete,90.0,26.0
pass,2,00:43:53.267,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,99.0,24.0
pass,2,00:44:29.040,Belgium,Vincent Kompany,Complete,61.0,45.0
pass,2,00:44:31.147,Belgium,Thomas Vermaelen,Complete,53.0,29.0
pass,2,00:44:33.947,Belgium,Jan Vertonghen,Complete,65.0,5.0
pass,2,00:44:36.347,Belgium,Thomas Vermaelen,Complete,44.0,8.0
pass,2,00:44:41.667,Belgium,Thibaut Courtois,Incomplete,11.0,44.0
pass,2,00:44:45.040,Brazil,João Miranda de Souza Filho,Complete,51.0,24.0
pass,2,00:44:47.439,Brazil,Fernando Luiz Rosa,Complete,49.0,25.0
pass,2,00:44:50.107,Brazil,Marcelo Vieira da Silva Júnior,Complete,53.0,11.0
pass,2,00:44:52.347,Brazil,Philippe Coutinho Correia,Complete,58.0,26.0
pass,2,00:44:55.827,Brazil,Fágner Conserva Lemos,Complete,67.0,56.0
pass,2,00:45:01.587,Brazil,Douglas Costa de Souza,Complete,101.0,70.0
pass,2,00:45:53.867,Belgium,Thibaut Courtois,Complete,6.0,45.0
pass,2,00:45:57.027,Belgium,Marouane Fellaini-Bakkioui,Complete,78.0,68.0
pass,2,00:46:05.080,Brazil,Marcelo Vieira da Silva Júnior,Complete,15.0,2.0
pass,2,00:46:06.347,Brazil,João Miranda de Souza Filho,Incomplete,14.0,4.0
pass,2,00:46:08.907,Belgium,Thomas Meunier,Complete,68.0,78.0
pass,2,00:46:12.107,Belgium,Axel Witsel,Complete,82.0,50.0
pass,2,00:46:13.827,Belgium,Youri Tielemans,Complete,74.0,50.0
pass,2,00:46:14.987,Belgium,Axel Witsel,Complete,81.0,40.0
pass,2,00:46:17.187,Belgium,Marouane Fellaini-Bakkioui,Incomplete,87.0,60.0
pass,2,00:46:19.280,Brazil,Fernando Luiz Rosa,Complete,23.0,31.0
pass,2,00:46:20.067,Brazil,João Miranda de Souza Filho,Complete,20.0,25.0
pass,2,00:46:21.907,Brazil,Thiago Emiliano da Silva,Complete,23.0,40.0
pass,2,00:46:23.787,Brazil,Philippe Coutinho Correia,Complete,42.0,33.0
pass,2,00:46:26.107,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,34.0,25.0
pass,2,00:46:27.947,Brazil,João Miranda de Souza Filho,Complete,23.0,31.0
pass,2,00:46:30.587,Brazil,Fernando Luiz Rosa,Complete,33.0,38.0
pass,2,00:46:34.347,Brazil,Fágner Conserva Lemos,Complete,62.0,74.0
pass,2,00:46:40.680,Brazil,Douglas Costa de Souza,Complete,84.0,51.0
pass,2,00:46:44.027,Brazil,Marcelo Vieira da Silva Júnior,Complete,99.0,22.0
pass,2,00:46:47.520,Brazil,Philippe Coutinho Correia,Incomplete,98.0,37.0
pass,2,00:47:34.947,Belgium,Kevin De Bruyne,Complete,84.0,76.0
pass,2,00:47:39.800,Brazil,João Miranda de Souza Filho,Complete,13.0,6.0
pass,2,00:47:41.987,Brazil,Fernando Luiz Rosa,Complete,17.0,16.0
pass,2,00:47:49.067,Brazil,Thiago Emiliano da Silva,Complete,54.0,49.0
pass,2,00:47:54.400,Brazil,Marcelo Vieira da Silva Júnior,Complete,68.0,26.0
pass,2,00:47:56.267,Brazil,Fernando Luiz Rosa,Complete,74.0,34.0
pass,2,00:47:57.600,Brazil,Marcelo Vieira da Silva Júnior,Complete,73.0,25.0
pass,2,00:48:03.227,Brazil,Neymar da Silva Santos Junior,Complete,93.0,41.0
pass,2,00:48:13.480,Brazil,Douglas Costa de Souza,Complete,100.0,54.0
pass,2,00:48:44.787,Brazil,Neymar da Silva Santos Junior,Complete,120.0,79.0
pass,2,00:49:17.227,Belgium,Thibaut Courtois,Incomplete,9.0,43.0
pass,2,00:49:25.720,Belgium,Eden Hazard,Complete,89.0,63.0
pass,2,00:49:30.307,Belgium,Kevin De Bruyne,Incomplete,118.0,77.0
pass,2,00:49:46.147,Belgium,Kevin De Bruyne,Complete,120.0,80.0
pass,2,00:50:03.187,Brazil,Fernando Luiz Rosa,Complete,20.0,31.0
dribble,1,00:02:38.380,Belgium,Thomas Meunier,Incomplete,30.0,78.0
dribble,1,00:07:25.860,Belgium,Romelu Lukaku Menama,Complete,84.0,4.0
dribble,1,00:09:13.793,Brazil,José Paulo Bezzera Maciel Júnior,Incomplete,109.0,50.0
dribble,1,00:14:54.540,Brazil,Neymar da Silva Santos Junior,Complete,103.0,27.0
dribble,1,00:20:05.540,Belgium,Jan Vertonghen,Complete,38.0,3.0
dribble,1,00:20:23.753,Belgium,Eden Hazard,Complete,59.0,13.0
dribble,1,00:20:25.940,Belgium,Eden Hazard,Complete,70.0,14.0
dribble,1,00:22:09.820,Belgium,Romelu Lukaku Menama,Incomplete,109.0,57.0
dribble,1,00:37:41.380,Belgium,Eden Hazard,Complete,73.0,7.0
dribble,1,00:39:31.033,Belgium,Eden Hazard,Complete,65.0,23.0
dribble,2,00:02:40.867,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,105.0,48.0
dribble,2,00:03:14.080,Brazil,Neymar da Silva Santos Junior,Complete,75.0,43.0
dribble,2,00:03:37.040,Belgium,Romelu Lukaku Menama,Incomplete,108.0,54.0
dribble,2,00:06:58.519,Brazil,Neymar da Silva Santos Junior,Complete,109.0,23.0
dribble,2,00:09:23.240,Brazil,Neymar da Silva Santos Junior,Complete,68.0,31.0
dribble,2,00:10:00.560,Brazil,Gabriel Fernando de Jesus,Complete,118.0,57.0
dribble,2,00:12:49.600,Brazil,Neymar da Silva Santos Junior,Incomplete,105.0,21.0
dribble,2,00:19:29.760,Belgium,Kevin De Bruyne,Complete,90.0,76.0
dribble,2,00:28:26.680,Brazil,Roberto Firmino Barbosa de Oliveira,Complete,103.0,31.0
dribble,2,00:29:14.267,Belgium,Kevin De Bruyne,Complete,98.0,54.0
dribble,2,00:34:08.600,Belgium,Eden Hazard,Complete,23.0,50.0
dribble,2,00:38:24.360,Belgium,Neymar da Silva Santos Junior,Complete,114.0,23.0
dribble,2,00:39:39.880,Brazil,Eden Hazard,Complete,68.0,62.0
dribble,2,00:43:32.840,Brazil,Douglas Costa de Souza,Complete,53.0,78.0
dribble,2,00:44:00.640,Brazil,Eden Hazard,Complete,35.0,48.0
dribble,2,00:46:38.760,Brazil,Douglas Costa de Souza,Complete,88.0,61.0
dribble,2,00:46:54.760,Belgium,Eden Hazard,Complete,50.0,75.0
dribble,2,00:46:57.800,Belgium,Eden Hazard,Complete,58.0,54.0
dribble,2,00:48:11.807,Brazil,Douglas Costa de Souza,Complete,96.0,61.0
miscontrol,1,00:02:01.473,Brazil,Willian Borges da Silva,Incomplete,56.0,78.0
miscontrol,1,00:02:46.593,Belgium,Thomas Meunier,Incomplete,37.0,79.0
miscontrol,1,00:04:43.673,Brazil,Gabriel Fernando de Jesus,Incomplete,66.0,52.0
miscontrol,1,00:15:58.753,Brazil,Willian Borges da Silva,Incomplete,63.0,78.0
miscontrol,1,00:18:32.753,Brazil,Neymar da Silva Santos Junior,Incomplete,106.0,14.0
miscontrol,1,00:19:45.900,Belgium,Romelu Lukaku Menama,Incomplete,90.0,47.0
miscontrol,1,00:26:08.593,Brazil,Neymar da Silva Santos Junior,Incomplete,79.0,18.0
miscontrol,1,00:37:10.260,Brazil,Eden Hazard,Incomplete,37.0,27.0
miscontrol,1,00:42:12.113,Brazil,Neymar da Silva Santos Junior,Incomplete,98.0,49.0
miscontrol,2,00:04:56.627,Belgium,Romelu Lukaku Menama,Incomplete,76.0,78.0
miscontrol,2,00:06:59.400,Brazil,Neymar da Silva Santos Junior,Incomplete,111.0,26.0
miscontrol,2,00:07:24.680,Brazil,Neymar da Silva Santos Junior,Incomplete,95.0,26.0
miscontrol,2,00:10:01.840,Brazil,Gabriel Fernando de Jesus,Incomplete,119.0,49.0
miscontrol,2,00:12:27.077,Belgium,Marouane Fellaini-Bakkioui,Incomplete,99.0,60.0
miscontrol,2,00:12:37.787,Brazil,Philippe Coutinho Correia,Incomplete,55.0,27.0
miscontrol,2,00:16:05.747,Brazil,Nacer Chadli,Incomplete,37.0,21.0
miscontrol,2,00:20:01.907,Belgium,Eden Hazard,Incomplete,96.0,20.0
miscontrol,2,00:23:46.280,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,94.0,17.0
miscontrol,2,00:24:00.067,Belgium,Romelu Lukaku Menama,Incomplete,119.0,58.0
miscontrol,2,00:26:24.187,Belgium,Nacer Chadli,Incomplete,56.0,2.0
miscontrol,2,00:27:52.600,Belgium,Romelu Lukaku Menama,Incomplete,78.0,77.0
miscontrol,2,00:29:56.707,Belgium,Eden Hazard,Incomplete,55.0,16.0
miscontrol,2,00:31:50.840,Brazil,Marcelo Vieira da Silva Júnior,Incomplete,104.0,16.0
miscontrol,2,00:39:30.347,Brazil,Philippe Coutinho Correia,Incomplete,92.0,27.0
miscontrol,2,00:41:48.400,Brazil,Philippe Coutinho Correia,Incomplete,51.0,32.0
miscontrol,2,00:42:22.840,Brazil,Neymar da Silva Santos Junior,Incomplete,116.0,27.0
miscontrol,2,00:42:58.080,Belgium,Renato Soares de Oliveira Augusto,Incomplete,45.0,39.0
miscontrol,2,00:43:41.480,Brazil,Neymar da Silva Santos Junior,Incomplete,100.0,34.0
duel,1,00:01:28.260,Brazil,Willian Borges da Silva,Incomplete,50.0,58.0
duel,1,00:10:51.033,Belgium,Gabriel Fernando de Jesus,Complete,64.0,28.0
duel,1,00:24:29.180,Brazil,Axel Witsel,Incomplete,27.0,70.0
duel,1,00:27:24.340,Belgium,Willian Borges da Silva,Incomplete,61.0,60.0
duel,1,00:35:40.540,Belgium,Philippe Coutinho Correia,Incomplete,41.0,29.0
duel,1,00:42:02.793,Brazil,Kevin De Bruyne,Complete,27.0,53.0
duel,1,00:42:18.580,Brazil,Willian Borges da Silva,Complete,64.0,54.0
duel,1,00:42:51.180,Brazil,Fágner Conserva Lemos,Incomplete,58.0,58.0
duel,1,00:44:09.593,Brazil,Marouane Fellaini-Bakkioui,Complete,14.0,56.0
duel,1,00:44:37.993,Brazil,Thomas Meunier,Complete,17.0,59.0
duel,2,00:00:14.907,Belgium,Neymar da Silva Santos Junior,Incomplete,77.0,41.0
duel,2,00:01:39.547,Belgium,Fágner Conserva Lemos,Incomplete,25.0,52.0
duel,2,00:01:42.000,Brazil,Philippe Coutinho Correia,Complete,15.0,56.0
duel,2,00:02:40.867,Brazil,Toby Alderweireld,Complete,16.0,33.0
duel,2,00:03:23.720,Belgium,Vincent Kompany,Complete,18.0,22.0
duel,2,00:03:37.040,Belgium,João Miranda de Souza Filho,Complete,13.0,27.0
duel,2,00:09:14.837,Brazil,Philippe Coutinho Correia,Complete,63.0,28.0
duel,2,00:09:27.187,Brazil,Thomas Meunier,Incomplete,19.0,58.0
duel,2,00:11:26.587,Belgium,Marouane Fellaini-Bakkioui,Incomplete,74.0,54.0
duel,2,00:11:47.147,Belgium,João Miranda de Souza Filho,Complete,10.0,4.0
duel,2,00:12:49.600,Brazil,Thomas Meunier,Complete,16.0,60.0
duel,2,00:13:03.720,Brazil,Marouane Fellaini-Bakkioui,Complete,27.0,52.0
duel,2,00:15:34.800,Belgium,Axel Witsel,Complete,40.0,39.0
duel,2,00:17:06.800,Belgium,Marouane Fellaini-Bakkioui,Complete,23.0,48.0
duel,2,00:18:18.840,Belgium,Marouane Fellaini-Bakkioui,Complete,20.0,44.0
duel,2,00:19:47.680,Belgium,Nacer Chadli,Complete,98.0,18.0
duel,2,00:20:04.147,Belgium,Marouane Fellaini-Bakkioui,Incomplete,100.0,25.0
duel,2,00:29:05.267,Belgium,Marouane Fellaini-Bakkioui,Incomplete,64.0,58.0
duel,2,00:33:21.707,Belgium,João Miranda de Souza Filho,Incomplete,47.0,27.0
duel,2,00:33:34.480,Brazil,Jan Vertonghen,Incomplete,13.0,23.0
duel,2,00:37:27.987,Belgium,João Miranda de Souza Filho,Incomplete,31.0,25.0
duel,2,00:39:05.067,Belgium,Marouane Fellaini-Bakkioui,Incomplete,70.0,55.0
duel,2,00:41:45.947,Brazil,Roberto Firmino Barbosa de Oliveira,Incomplete,49.0,27.0
duel,2,00:42:55.440,Belgium,Marouane Fellaini-Bakkioui,Incomplete,71.0,57.0
duel,2,00:45:57.027,Belgium,Fernando Luiz Rosa,Incomplete,43.0,13.0
duel,2,00:46:03.467,Brazil,João Miranda de Souza Filho,Complete,12.0,7.0
duel,2,00:48:46.587,Brazil,Thomas Vermaelen,Incomplete,4.0,44.0
duel,2,00:49:51.347,Belgium,Marcelo Vieira da Silva Júnior,Complete,3.0,3.0
